motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M06661	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06661	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06661	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06661	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M06661	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06661	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M06661	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06661	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06661	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06661	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06661	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M06661	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M06662	Solyc04g050750.2	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A1U8HMX9_CAPAN)	AP2	AT5G18450	AT5G18450
M06662	Solyc05g052410.3	Dehydration-responsive element-binding protein 2A (AHRD V3.3 *** A0A1U8GX89_CAPAN)	AP2	AT5G05410	DREB2
M06663	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06663	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M06663	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M06663	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06663	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06663	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06663	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06663	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06663	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M06663	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M06663	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M06663	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06663	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06663	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06663	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M06663	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06663	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06663	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M06663	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06663	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06663	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06663	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06663	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M06663	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M06664	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06664	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M06664	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M06664	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06664	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06664	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06664	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06664	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06664	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M06664	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M06664	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M06664	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06664	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06664	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06664	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M06664	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06664	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06664	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M06664	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06664	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06664	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06664	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06664	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M06664	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M06665	Solyc01g005630.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3BR89_CAPCH)	AP2	AT5G19790	RAP2.11
M06665	Solyc01g091760.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G3DE29_CAPCH)	AP2	AT5G19790	RAP2.11
M06665	Solyc02g067020.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D9K3_CAPCH)	AP2	AT5G19790	RAP2.11
M06665	Solyc10g080650.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BR89_CAPCH)	AP2	AT5G19790	RAP2.11
M06666	Solyc01g005630.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3BR89_CAPCH)	AP2	AT5G19790	RAP2.11
M06666	Solyc01g091760.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G3DE29_CAPCH)	AP2	AT5G19790	RAP2.11
M06666	Solyc02g067020.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D9K3_CAPCH)	AP2	AT5G19790	RAP2.11
M06666	Solyc10g080650.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BR89_CAPCH)	AP2	AT5G19790	RAP2.11
M06667	Solyc03g116610.3	Ethylene-responsive transcription factor WIN1 (AHRD V3.3 *** A0A1U8G4C9_CAPAN)	AP2	AT1G15360	AtSHN1
M06667	Solyc03g117130.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8G8S1_CAPAN)	AP2	AT5G25190	ESE3
M06667	Solyc06g065820.3	Ethylene Response Factor H.1	AP2	AT5G25190	ESE3
M06667	Solyc06g068360.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WLG1_CAPBA)	AP2	AT5G25190	ESE3
M06667	Solyc12g009490.3	ethylene-responsive transcription factor WIN1-like (AHRD V3.3 *** A0A2I4GTJ5_9ROSI)	AP2	AT1G15360	AtSHN1
M06668	Solyc03g116610.3	Ethylene-responsive transcription factor WIN1 (AHRD V3.3 *** A0A1U8G4C9_CAPAN)	AP2	AT1G15360	AtSHN1
M06668	Solyc03g117130.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8G8S1_CAPAN)	AP2	AT5G25190	ESE3
M06668	Solyc06g065820.3	Ethylene Response Factor H.1	AP2	AT5G25190	ESE3
M06668	Solyc06g068360.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WLG1_CAPBA)	AP2	AT5G25190	ESE3
M06668	Solyc12g009490.3	ethylene-responsive transcription factor WIN1-like (AHRD V3.3 *** A0A2I4GTJ5_9ROSI)	AP2	AT1G15360	AtSHN1
M06669	Solyc01g090560.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DJ78_CAPCH)	AP2	AT3G60490	AT3G60490
M06669	Solyc03g120840.3	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2WP67_CAPBA)	AP2	AT5G11590	TINY2
M06669	Solyc05g050830.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WT45_CAPBA)	AP2	AT3G60490	AT3G60490
M06669	Solyc06g066540.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2XMU8_CAPBA)	AP2	AT5G11590	TINY2
M06669	Solyc08g066660.1	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2W633_CAPBA)	AP2	AT5G11590	TINY2
M06669	Solyc08g078410.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT4G16750	AT4G16750
M06669	Solyc08g078420.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT5G25810	tny
M06669	Solyc12g044390.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BNS6_CAPCH)	AP2	AT5G11590	TINY2
M06670	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M06670	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06670	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M06670	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M06670	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M06670	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06670	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06670	Solyc02g077840.2	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G3D5H4_CAPCH)	AP2	AT1G28360	ATERF12
M06670	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06670	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06670	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06670	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M06670	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M06670	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M06670	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06670	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06670	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M06670	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06670	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M06670	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M06670	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06670	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06670	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06670	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06670	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06670	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06670	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M06670	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M06670	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M06671	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M06671	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06671	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M06671	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M06671	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M06671	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06671	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06671	Solyc02g077840.2	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G3D5H4_CAPCH)	AP2	AT1G28360	ATERF12
M06671	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06671	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06671	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06671	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M06671	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M06671	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M06671	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06671	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06671	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M06671	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06671	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M06671	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M06671	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06671	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06671	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06671	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06671	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06671	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06671	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M06671	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M06671	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M06672	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M06672	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M06672	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M06672	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M06672	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06672	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06672	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06672	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06672	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06672	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06672	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M06672	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M06672	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M06672	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06672	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06672	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M06672	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M06672	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M06672	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06672	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06672	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06672	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06672	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06672	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06672	Solyc08g078180.1	Ethylene Response Factor A.1	AP2	AT4G17500	ATERF-1
M06672	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M06672	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M06672	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06672	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M06672	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06672	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06673	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M06673	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M06673	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M06673	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M06673	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06673	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06673	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06673	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06673	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06673	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06673	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M06673	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M06673	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M06673	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06673	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06673	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M06673	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M06673	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M06673	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06673	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06673	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06673	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06673	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06673	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06673	Solyc08g078180.1	Ethylene Response Factor A.1	AP2	AT4G17500	ATERF-1
M06673	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M06673	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M06673	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06673	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M06673	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06673	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06674	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M06674	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06674	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M06674	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M06674	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M06674	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M06674	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06674	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06674	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06674	Solyc03g005500.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT1G04370	ATERF14
M06674	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06674	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06674	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
